hd-no.,transcription,region,country,ancient find spot,modern find spot,type of monument,type of inscription,material,lat,long,period from,period to,from_num,to_num
HD003349,[---]I Augu[st---] / [---]nius [------,Samnium ,Italy,Nursia,Norcia,block,votive inscription,Unknown,42.794241,13.096426,51 AD , 150 AD,51.0,150.0
HD003352,C(ai--) Olan[---] / T(it--) Anca[ri---],Samnium ,Italy,Nursia,Norcia,block,epitaph,Unknown,42.794241,13.096426,1 AD , 100 AD,1.0,100.0
HD003355,------] C(ai) Cari A[---],Samnium ,Italy,Nursia,Norcia,block,epitaph,Unknown,42.794241,13.096426,70 BC , 31 BC,-70.0,-31.0
HD003367,[---? A?]pidius L(uci) f(ilius) / [Apidi?]a L(uci) f(ilia) Quarta,Samnium ,Italy,Nursia,S. Pellegrino,block,epitaph,Unknown,42.794246,13.096435,70 BC , 31 BC,-70.0,-31.0
HD003370,[P]losurnia,Samnium ,Italy,Nursia,Campi Bassi,stele,epitaph,Unknown,42.794246,13.096435,70 BC , 31 BC,-70.0,-31.0
HD003373,T(itus) Literri(us) C(ai) f(ilius) / Aelania Q(uinti) f(ilia) / Varia Q(uinti) f(ilia) / Q(uintus) Literri(us) T(iti) f(ilius),Samnium ,Italy,Nursia,AliÃ¨na,tabula,epitaph,Unknown,42.794246,13.096435,50 BC , 50 AD,-50.0,50.0
HD003374,L(ucius) Calius M(arci) f(ilius) Cla(udia) Cremona [---] / Concordia decurio quaes[tor ---] / operis publicis in Bithynia fuit [--- Calio M(arci) f(ilio)] / Cla(udia) Cremona Malliolo fratri [---] / et in operis publicis in Asia et [---],Venetia et Histria ,Italy,Iulia Concordia,Concordia Sagittaria,tabula,epitaph,Unknown,45.7572285,12.842294,42 BC , 31 BC,-42.0,-31.0
HD003376,Holviena Tit(i) f(ilia) Cluian(a) / T(itus) Aelanius Q(uinti) f(ilius) / Caesia Sex(ti) f(ilia) Ael(ani),Samnium ,Italy,Nursia,AliÃ¨na,grave monument,epitaph,Unknown,42.794246,13.096435,30 BC , 50 AD,-30.0,50.0
HD003379,------] / trib(uno) [leg(ionis)? --- praef(ecto)] / alae [--- praef(ecto)] / alae [------,Alpes Maritimae,France,Cemenelum,Nice,block,epitaph,Stone,43.719372982,7.2770022526,1 AD , 100 AD,1.0,100.0
HD003388,Q(uintus) Vibius Ex/omni f(ilius) Capito / Decius Maturras / |(centuria) Iulli / G(aius) Cassius Pudens / P(ublius) Calvisius Cato / h(eredes) e(x) t(estamento),Alpes Maritimae,France,Cemenelum,Nice,stele,epitaph,Stone,43.720499679,7.2801631431,1 AD , 100 AD,1.0,100.0
HD003391,L(ucio) Severo / Iasucten(i) / |(centuria) Post(umi) coh(ortis) Gaet(ulorum) / h(eres) ex t(estamento),Alpes Maritimae,France,Cemenelum,Nice,stele,epitaph,Stone,43.720499679,7.2801631431,27 BC , 68 AD,-27.0,68.0
HD003397,P(ublius) Urgulanius / Sabinus / Iuliae Firmi f(iliae) Tertiae / uxori,Alpes Maritimae,France,Cemenelum,Nice,stele,epitaph,Stone,43.720499679,7.2801631431,1 AD , 100 AD,1.0,100.0
HD003400,[Antonia Augusta] M(arci) f(ilia) Claudi [Neronis Drusi Germanici ---],Alpes Maritimae,France,Cemenelum,Nice,tabula,honorific inscription,Stone,43.719504211,7.2765255569,41 AD , 54 AD,41.0,54.0
HD003406,Gaio Clementis f(ilio) / Clementi Eraconis f(ilio) / Publio Clementis f(ilio) / Vectinia Enimanui f(ilia) / co(n)iugi et fileis(!) et / Posila Quarta Quinta / patri et fratribus / b(ene) m(eritis),Alpes Maritimae,France,Cemenelum,Tourrette-Levens,tabula,epitaph,Stone,43.786187,7.2765369999,1 AD , 70 AD,1.0,70.0
HD003415,[Ger]m[anic]o Iul[io Ti(beri) Caesaris f(ilio)] / [Aug(usti) n]ep(oti) Divi pronep(oti) [Caesari auguri q(uaestori)?] / patrono,Achaia,Greece,Colonia Augusta Aroe Patrae,PÃ¡trai,statue base,votive inscription,Stone,38.251123,21.741943,4 AD , 14 AD,4.0,14.0
HD003499,Faustus Caesaris / Fausto filio suo / fecit et sibi,Apulia et Calabria ,Italy,Butuntum,Bitonto,tabula,epitaph,Unknown,41.109138,16.69055,1 AD , 100 AD,1.0,100.0
HD003511,P(ublius) Docetiu[s] / Terti fili[us] / Tro(mentina) Ligu[s],Sardinia,Italy,Sulci,S. Antioco,tabula,epitaph,Unknown,39.061743,8.4547,1 AD , 100 AD,1.0,100.0
HD003532,D(is) Ma(nibus) s(acrum) / Aur(elio) Verzaiio / liberto q(ui) / vixsit(!) an/nis LXXXV,Dalmatia,Montenegro,Unknown,Berane,stele,epitaph,Stone,42.862517941,19.896540641,1 AD , 200 AD,1.0,200.0
HD003604,In honorem / G(enii) m(unicipii) / cultor[u]m / P(ublius) Vesucius / Soterichus / v(otum) s(olvit),Alpes Maritimae,France,Cemenelum,Nice,altar,votive inscription,Stone,43.719348591,7.2769825434,51 AD , 200 AD,51.0,200.0
HD003625,Mario Sace f(ilius) / gen(te) Dareus coh(ortis) / nautic(orum) |(centuria) Pacati h(eres) e(x) t(estamento) / h(ic) s(itus) e(st),Alpes Maritimae,France,Cemenelum,Nice,stele,epitaph,Stone,43.720499679,7.2801631431,1 AD , 100 AD,1.0,100.0
HD003755,[------] / [--- Cornificius? ---]aro nomine suo et C(ai) Co[rnifici ---] / [--- Corn]ificiae Gavillae filior(um) aedem ae[---] / [--- facie]nda(m) curavit idemque dedicavit et popul[o ---] / decurio adlectus [---](?),Dalmatia,Croatia,Pharus,Stari Grad,architectural member,building/dedicatory inscription,Unknown,43.177128493,16.614473973,1 AD , 50 AD,1.0,50.0
HD003798,[T(ito) Pul]laieno T(iti) f(ilio) / [---] q(uaestori) centur(ioni) prim(o) / [pil(o) leg(ionis) --- c]onleg(ium) Honori et / [Virtuti ex] testamento / [f]ratris,Liguria ,Italy,Hasta,Asti,tabula,epitaph,Unknown,44.900864,8.206813,1 AD , 100 AD,1.0,100.0
HD004063,C(aius) Marius / Amphio hic / situs est / C(aius) Ma(rius ---) / Maria C(ai) l(iberta) Corenis,Hispania citerior,Spain,Saguntum,Sagunto,block,epitaph,Unknown,39.68333,-0.26667,30 BC , 68 AD,-30.0,68.0
HD004074,[Nauti]s Tiberieum / [- Po]ntius Pilatus / [praef]ectus Iudae[a]e / [ref]e[cit],Iudaea,Isreal,Caesarea Maritima,Har Qesari,architectural member,building/dedicatory inscription,Stone,32.499099999,34.8941,26 AD , 36 AD,26.0,36.0
HD004108,L(ucio) Cornelio L(uci) l(iberto) Neoni / P(ublius) Tetrinius P(ubli) f(ilius) Amphio // ÎÎµÏÎºá½·ÏÎ¹ ÎÎ¿ÏÎ½Î·Î»á½·ÏÎ¹ Îá½³ÏÎ½Î¹ / Î á½¹ÏÎ»Î¹Î¿Ï Î¤ÎµÏÏá½µÎ½Î¹Î¿Ï á¼Î¼Ïá½·ÏÎ½,Macedonia,Greece,Thessalonica,ThessalonÃ­ki,stele,epitaph,Unknown,40.651721999,22.971056,70 BC , 1 BC,-70.0,-1.0
HD004226,C(aius) Acrasius P(ubli) f(ilius) / mil(i)tavit leg(ione) III / Aug(usta) v(i)xsit(!) ann(is) / XXXV O milit(a)vit / [a]nnis XV / heres Helv/[ius? ---]rius Qu(i)r(ina) H[------,Africa Proconsularis,Tunisia,Ammaedara,HaÃ¯dra,stele,epitaph,Unknown,35.56626,8.44412,14 AD , 75 AD,14.0,75.0
HD004227,M(anius) Laelius P(ubli) f(ilius) [---],Venetia et Histria ,Italy,Opitergium,Oderzo,Unknown,epitaph,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004228,Hospes Nel(is) fi(lius) miles / coh(ortis) Gaetu(lorum) / |(centuria) Felicis h(eres) e(x) t(estamento) h(ic) s(itus) e(st),Alpes Maritimae,France,Cemenelum,Nice,stele,epitaph,Stone,43.719836527,7.2759278077,27 BC , 68 AD,-27.0,68.0
HD004229,M(arcus) Cornelius M(arci) f(ilius) / Mae(cia) Longus Nea(pole) / mil(es) leg(ionis) III Aug(ustae) / |(centuria) Sextili vix(it) ann(os) / LIX mil(itavit) ann(os) XXV / h(ic) s(itus) e(st) / hered[es] posuerunt,Africa Proconsularis,Tunisia,Ammaedara,HaÃ¯dra,stele,epitaph,Unknown,35.56626,8.44412,14 AD , 75 AD,14.0,75.0
HD004230,[---]cus M(ani) f(ilius) / [---]no d(ecreto) d(ecurionum),Venetia et Histria ,Italy,Opitergium,Oderzo,tabula,honorific inscription,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004232,[--- Cl?]odius / [--- A]rn(ensis) Qu/[---] mil(es) leg(ionis ) III / [Aug(ustae) ---]IFMC / [------,Africa Proconsularis,Tunisia,Ammaedara,HaÃ¯dra,stele,epitaph,Unknown,35.56626,8.44412,14 AD , 75 AD,14.0,75.0
HD004233,M(anius) Acilius M(ani) f(ilius) / s(ibi) et s(uis),Venetia et Histria ,Italy,Opitergium,Oderzo,urn,epitaph,Unknown,45.781153,12.493706,50 BC , 1 BC,-50.0,-1.0
HD004235,[-] Helvius Fuscus L(uci) f(ilius) / [Q]uirina Emerita / [mili]t(avit) leg(ione) III Aug(usta) v(ixit) a(nnos) / [---] mil(itavit) a(nnos) XXXIIII / h(ic) s(itus) e(st) / [---]EI[---]us Procu/[lus ---]A[---]VI / [------],Africa Proconsularis,Tunisia,Ammaedara,HaÃ¯dra,stele,epitaph,Unknown,35.56626,8.44412,14 AD , 75 AD,14.0,75.0
HD004236,Cornelia M(arci) f(ilia) / Tertia,Venetia et Histria ,Italy,Opitergium,Oderzo,urn,epitaph,Unknown,45.781153,12.493706,30 BC , 30 AD,-30.0,30.0
HD004238,C(aius) Livius [--- mil(es)?] / leg(ionis) III Au[g(ustae) vix(it) ann(os) ---] / mil(itavit) a[nn(os) ------,Africa Proconsularis,Tunisia,Ammaedara,HaÃ¯dra,stele,epitaph,Unknown,35.56626,8.44412,14 AD , 75 AD,14.0,75.0
HD004241,[---]eus C(ai) f(ilius) Arn(ensis) / [---] mil(es) leg(ionis) III / [Aug(ustae)] |(centuria) Curti vix(it) / [ann(os) ---]XVI mil(itavit) ann(os) / [--- hic] situs est / [---]R[---],Africa Proconsularis,Tunisia,Ammaedara,HaÃ¯dra,stele,epitaph,Unknown,35.56626,8.44412,14 AD , 75 AD,14.0,75.0
HD004244,------]lusio O[---] / [---] vixsit(!) ann(os) XLIII / [---] mil(itavit) ann(os) XXIII h(ic) s(itus) e(st) / [--- cu]ram egerunt C(aius) Catellius [------,Africa Proconsularis,Tunisia,Ammaedara,HaÃ¯dra,stele,epitaph,Unknown,35.56626,8.44412,14 AD , 75 AD,14.0,75.0
HD004247,[---]s C(ai) f(ilius) / [--- Ce?]ler / [--- mil(es)?] leg(ionis) III Aug(ustae) / [------,Africa Proconsularis,Tunisia,Ammaedara,HaÃ¯dra,stele,epitaph,Unknown,35.56626,8.44412,14 AD , 75 AD,14.0,75.0
HD004251,M(arco) Fulvio / Herophilo medico / oc(u)lario / Arescusa lib(erta) / d(e) s(ua) p(ecunia),Achaia,Greece,Colonia Augusta Aroe Patrae,PÃ¡trai,tabula,epitaph,Unknown,38.251123,21.741943,1 AD , 100 AD,1.0,100.0
HD004254,V(ivus) / T(itus) Pinarius T(iti) f(ilius) / Quir(ina) / Rufus,Achaia,Greece,Colonia Augusta Aroe Patrae,PÃ¡trai,tabula,epitaph,Unknown,38.251123,21.741943,30 BC , 30 AD,-30.0,30.0
HD004257,Q(uintus) Coelius / Niticus Vo[---],Venetia et Histria ,Italy,Opitergium,Oderzo,stele,epitaph,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004260,[--- O]ppius P(ubli) f(ilius),Venetia et Histria ,Italy,Opitergium,Oderzo,urn,epitaph,Unknown,45.781153,12.493706,1 AD , 50 AD,1.0,50.0
HD004263,L(ocus) s(epulturae) / Caerelliae / Primigeniae / in f(ronte) p(edes) XXVIII / ret(ro) p(edes) XX,Venetia et Histria ,Italy,Opitergium,Oderzo,block,epitaph,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004266,L(ocus) s(epulturae) / P(ubli) Oppi April(is) / in fr(onte) p(edes) XXXII / ret(ro) p(edes) LX,Venetia et Histria ,Italy,Opitergium,Oderzo,stele,epitaph,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004269,[---] et C(ai) Petridi,Venetia et Histria ,Italy,Opitergium,Oderzo,urn,epitaph,Unknown,45.781153,12.493706,1 AD , 50 AD,1.0,50.0
HD004272,P(ublio) Pontio |(mulieris) l(iberto) / Rufioni,Venetia et Histria ,Italy,Opitergium,Oderzo,urn,epitaph,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004275,L(uci--) Vale[ri---] / M[---],Venetia et Histria ,Italy,Opitergium,Oderzo,Unknown,epitaph,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004278,P(ublius) Peticius P(ubli) l(ibertus) / Hannibal / Peticia P(ubli) l(iberta) Surisca,Venetia et Histria ,Italy,Opitergium,Oderzo,urn,epitaph,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004281,C(aio) Aio C(ai) [f(ilio)?] / Optato / i(n fronte) p(edes) XX r(etro) p(edes) [---],Venetia et Histria ,Italy,Opitergium,Oderzo,block,epitaph,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004282,C(aius) Caristicus / C(ai) f(ilius) Arn(ensis) Brixel/lo Redemtus(!) / mil(es) coh(ortis) III pr(aetoriae) / |(centuria) Longidi Mariti / plumba(rius) ordina(tus) / mil(itavit) an(nos) XVI / vix(it) an(nos) XXXX / Helico l(ibertus) patro(no) / b(ene merenti) p(osuit),Roma,Italy,Roma,Roma,Unknown,epitaph,Unknown,41.895466,12.482324,71 AD , 150 AD,71.0,150.0
HD004284,Abellia T(iti) f(ilia) / Gemella,Venetia et Histria ,Italy,Opitergium,Oderzo,block,epitaph,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004287,------]gere coget / [---]is tibi / [---]e tua est,Venetia et Histria ,Italy,Opitergium,Oderzo,block,Unknown,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004290,[---] gladio [---] ne[---],Venetia et Histria ,Italy,Opitergium,Oderzo,architectural member,Unknown,Unknown,45.781153,12.493706,31 AD , 70 AD,31.0,70.0
HD004293,Volcenia L(uci) f(ilia) / Marcellina / ariam(!) lapide / stravit et / podio circumded(it),Venetia et Histria ,Italy,Opitergium,Oderzo,tabula,building/dedicatory inscription,Unknown,45.781153,12.493706,31 AD , 70 AD,31.0,70.0
HD004294,Hercul[i] / sacr(um) / ex visu,Achaia,Greece,Isthmia,Unknown,altar,votive inscription,Unknown,37.9158514,22.992664,51 AD , 250 AD,51.0,250.0
HD004296,------] / [---]o Q(uinti) f(ilio) / [---]os f(ecit),Venetia et Histria ,Italy,Opitergium,Oderzo,altar,epitaph,Unknown,45.781153,12.493706,1 AD , 50 AD,1.0,50.0
HD004299,C(aius) Vettius C(ai) l(ibertus) / Chrestus vivo / sibi f(ecit) et Arutiae Ti(beri) f(iliae) / [Max]imae [------?,Venetia et Histria ,Italy,Opitergium,Oderzo,altar,epitaph,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004302,C(aius) [---]/lius C(ai) f(ilius) / Maximus / sibi et Mar/cellae uxo/ri optimae / v(ivus) f(ecit) / in front[e p(edes) ---] / in a[gro p(edes) ---],Venetia et Histria ,Italy,Unknown,Chiarano,Unknown,epitaph,Unknown,45.781212,12.493677,51 AD , 100 AD,51.0,100.0
HD004305,ECVMME // C(aius) Calpurnius / C(ai) f(ilius) Calavo,Venetia et Histria ,Italy,Opitergium,Oderzo,block,epitaph,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004306,C(aius) Valerius C(ai) f(ilius) Quir(ina) Valens Cam(unnus) / mil(es) leg(ionis) VIII Aug(ustae) |(centuria) Senuci(onis) vix(it) a[n(nos)] / XXXV mil(itavit) an(nos) XIIII her(es) ex testamento,Achaia,Greece,Colonia Laus Iulia Corinthus,KÃ³rinthos,stele,epitaph,Unknown,37.939865,22.928467,45 AD , 70 AD,45.0,70.0
HD004308,[---]ius / [---? Dio]nysius / [---]a Quarta / [---]ri l(iberti?) v(ivi) f(ecerunt?) / [---] et / [------,Venetia et Histria ,Italy,Opitergium,Oderzo,Unknown,epitaph,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004309,------] fl[---] / [---]r le[---] / [---] proc[------,Achaia,Greece,Athenae,AthÃ­nai,block,Unknown,Unknown,37.983175,23.716647,51 AD , 150 AD,51.0,150.0
HD004312,D(is) [M(anibus)] / L(uci--) Tu[--- vi]/xit an[n(os) ---] / MM[--- bene] / mer[enti ---],Achaia,Greece,Athenae,AthÃ­nai,tabula,epitaph,Unknown,37.983175,23.716647,101 AD , 250 AD,101.0,250.0
HD004315,[--- tribules] trib(us) Ma[neiae? ---] / [---],Achaia,Greece,Colonia Laus Iulia Corinthus,KyrÃ¡s VrÃ½si,architectural member,building/dedicatory inscription,Unknown,37.9131457,22.984966,71 AD , 130 AD,71.0,130.0
HD004324,------]cus / [--- XVvi]r s(acris) f(aciundis) Xvir / [stlit(ibus) iudic(andis) ------,Achaia,Greece,Athenae,AthÃ­nai,Unknown,honorific inscription,Stone,37.983175,23.716647,1 AD , 100 AD,1.0,100.0
HD004350,[D(is) M(anibus)] / L(uci) Num[isi ---] / terni m[il(itis) leg(ionis) ---] / |(centuria) Grani an[n(orum) ---],Achaia,Greece,Colonia Augusta Aroe Patrae,PÃ¡trai,tabula,epitaph,Unknown,38.251123,21.741943,1 AD , 200 AD,1.0,200.0
HD004353,Germ[anico] / Caisa[ri Ti(beri) Aug(usti) f(ilio)] / divi Au[gusti nep(oti) divi Iulii] / pron(epoti) c[ol(onia) Patr(ensis) patrono],Achaia,Greece,Colonia Augusta Aroe Patrae,PÃ¡trai,tabula,votive inscription,Unknown,38.251123,21.741943,14 AD , 18 AD,14.0,18.0
HD004356,[C(aio) P]opp[aeo Sabino legato] / [div]i Aug(usti) pr(o) [pr(aetore) prov(inciae) Moesiae] / [item] legato Ti(beri) Caes[aris Aug(usti) pro pr(aetore)] / [---] optinenti prov(incias) [Achaiam et Ma]/[ced]oniam duode[viginti annos eas ---] / [---]EO compl[evit? ---],Achaia,Greece,Colonia Augusta Aroe Patrae,PÃ¡trai,tabula,honorific inscription,Unknown,38.251123,21.741943,26 AD , 33 AD,26.0,33.0
HD004381,D(is) M(anibus) s(acrum) // M(arco) Mario / C(ai) f(ilio) Liciniano / M(arius) Peculiaris / et Maria Secun/da patrono optime merito / et sibi v(ivi) posue(runt),Macedonia,Albania,Dyrrachium,DurrÃ«s,altar,epitaph,Stone,41.32306,19.44139,51 AD , 200 AD,51.0,200.0
HD004384,D(is) M(anibus) s(acrum) // Serg(io) Corne/lio Castricio / Saturnino Aug(ustali) / fratri / Castriciae Nice / matri / [S]erg(ius) Corne/[l]ius Castrici/us Lycario Aug(ustalis) / p(osuit),Macedonia,Albania,Dyrrachium,DurrÃ«s,altar,epitaph,Stone,41.32306,19.44139,51 AD , 200 AD,51.0,200.0
HD004387,P(ublius) Clodius / Hermadion / Aug(ustalis) sibi et / Novelliae L(uci) f(iliae) / Piae coniugi / optimae q(uae) v(ixit) a(nnos) / XLII v(ivus) f(ecit),Macedonia,Albania,Dyrrachium,DurrÃ«s,altar,epitaph,Stone,41.32306,19.44139,51 AD , 150 AD,51.0,150.0
HD004402,M(arcus) Seius Ma[rci f(ilius)? Lu]cullus For(o) Iul[io] / mil(es) leg(ionis) X ge[m(inae) qui vix]it ann(os) X[---] mi[lit(avit)] / an[n(os) ---],Achaia,Greece,Athenae,AthÃ­nai,stele,epitaph,Unknown,37.983175,23.716647,101 AD , 130 AD,101.0,130.0
HD004416,Q(uinto) Manlio / Q(uinti) f(ilio) Quir(ina) / Crescenti,Achaia,Greece,Colonia Augusta Aroe Patrae,PÃ¡trai,tabula,epitaph,Unknown,38.251123,21.741943,1 AD , 200 AD,1.0,200.0
HD004419,L(ucius) [G?]avius [---] / P(ublius) Curtius [---] / II[viri? ---?] / C(aius) Fabius D(ecimi) [f(ilius)? ---] / [[------]] / ex d(ecreto) d(ecurionum) I[---] / FCVND[---],Achaia,Greece,Dymae,KÃ¡to AkhaÃ¯a,tabula,building/dedicatory inscription,Unknown,38.14387253,21.550884246,1 AD , 100 AD,1.0,100.0
HD004437,Sal(vio) Vettio Sal(vi) l(iberto) / Optato / Mamilia Tyr[a]nnis / uxor,Achaia,Greece,Colonia Augusta Aroe Patrae,PÃ¡trai,tabula,epitaph,Unknown,38.251123,21.741943,1 AD , 100 AD,1.0,100.0
HD004440,P(ublio) Maedio P(ubli) [f(ilio) Qui(rina) vet(erano)] / leg(ionis) XII f[ulm(inatae)] / ex testamento [fieri? iussit?],Achaia,Greece,Colonia Augusta Aroe Patrae Naupactus,NÃ¡fpaktos,tabula,epitaph,Unknown,38.39167,21.8275,30 BC , 30 AD,-30.0,30.0
HD004454,Oliola / Q(uinti) Vinc(ii?) / [a]ve / [---]cus / [pos?]uit,Venetia et Histria ,Italy,Opitergium,Oderzo,tabula,epitaph,Unknown,45.781153,12.493706,50 BC , 50 AD,-50.0,50.0
HD004457,M(anius) Carm[---] / Statius [---] / Coeliae [---] / filia[e ---],Venetia et Histria ,Italy,Opitergium,Oderzo,altar,epitaph,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004459,I(ovi) O(ptimo) M(aximo) et Iu/no(ni) / T(itus) Carm(inius?) Scra/ini(us?) / momor(iae)(!) Quinti / Quinti / d(ono) d(edit),Germania superior,Germany,Nida Civitas Taunensium,Frankfurt,jewellery,votive inscription,Metals,50.155607161,8.6309409141,101 AD , 150 AD,101.0,150.0
HD004460,------] / in fr(onte) p(edes) XX / r(etro) p(edes) XXXX / Pobli(icia) Phoeb[e],Venetia et Histria ,Italy,Opitergium,Campo di Pietra,stele,epitaph,Unknown,45.781153,12.493706,50 BC , 50 AD,-50.0,50.0
HD004470,M(arco) Laevio Felic(i) / Calventiae Q(uinti) f(iliae) / Marcellae / M(arcus) Laevius Mar/cellus parentib(us) / optimis / v(ivus) f(ecit) / in fr(onte) p(edes) XXII / retr(o) p(edes) XLIII,Venetia et Histria ,Italy,Opitergium,Oderzo,stele,epitaph,Unknown,45.781153,12.493706,1 AD , 100 AD,1.0,100.0
HD004478,------?] / Philete / an(norum) VIII,Hispania citerior,Spain,Saguntum,Sagunto,block,epitaph,Unknown,39.68333,-0.26667,30 BC , 68 AD,-30.0,68.0
HD004520,Cn(aeus) Cornel[ius] / Saturninu[s] / Baebia / Agile |(mulieris) l(iberta) / su[i]s f(iliis) f(ecit) ma[ter],Hispania citerior,Spain,Saguntum,Almassora,tabula,epitaph,Unknown,39.680031,-0.278608,1 AD , 100 AD,1.0,100.0
HD004580,Septiciae M(arci) [f(iliae)] / Marcellina[e] / sacerdoti diva[e Aug(ustae)] / d(ecreto) d(ecurionum),Transpadana ,Italy,Vercellae,Biella,tabula,honorific inscription,Unknown,45.5628176,8.0582716999,42 AD , 100 AD,42.0,100.0
HD004609,[---]on[---] / [---]us Au[---] / [---] aed[------,Achaia,Greece,Athenae,AthÃ­nai,architectural member,honorific inscription,Unknown,37.983175,23.716647,201 AD , 300 AD,201.0,300.0
HD004630,Rogo Manes / Inferi ut M(?)[a?]/rius Fronto a[dv]/ersarius Sext[i] / sit vanus neq/ue loqui pos/[s]it contra / [S]extum ut / Fronto fiat / mutus qu/[um] access/[e]rit // Consular/[e]m ut sit / mutus ne/que possit / loqui ne/que qui[c]/quam ag[e]/re tanqu/am(!) nullo(!) ab inf[e]/ris,Germania superior,Germany,Nida,Frankfurt,tessera,defixio,Metals,50.150506368,8.6191391944,101 AD , 130 AD,101.0,130.0
HD004633,[I]nimicos Sexti ut / [h]ic non possint [con]/[t]ra Sext[i] facundia[m](?) / nec ager[e] O(?) quicq/[uam] [p]ossint ut sic / vani e[t] muti q[uomo]/di et illi qui in / [hoc monume]nto [i]ac[ent ---] // [In il]lo tum loqui Va[le]/ntinus et [---]tu[--]/to et Ripanus et Le[---] / et Iuventinum [---] / et Lucius et [---] Car[um et] / [F]rontonem [---] / ali(i) adversari(i) [---] / sint vani et m[uti] / [qu]omodi(!) ista gar(r)u[la] / [avi?]s,Germania superior,Germany,Nida,Frankfurt,tessera,defixio,Metals,50.150506368,8.6191391944,101 AD , 130 AD,101.0,130.0
HD004654,Virtute pariter ac pro/visione veterum princi/pum exempla transgres/so debellatori gentium / [b]arbararum domino / [no]stro Valentiniano / [triu]mfatori semper [fe]/[lici? Augusto ------,Moesia inferior,Romania,Tomi,Valu lui Traian,tabula,honorific inscription,Unknown,44.164489848,28.458977937,364 AD , 375 AD,364.0,375.0
HD004669,[Imp(erator) Caes(ar) divi T]raiani Par[thici] / [filius divi] Nervae nepos Tra[ianus] / [Hadrianus] Aug(ustus) pontifex ma[x(imus) trib(unicia) pot(estate) XX--?] / imp(erator) bis co[(n)sul III p(ater) p(atriae)],Macedonia,Albania,Dyrrachium,DurrÃ«s,tabula,building/dedicatory inscription,Stone,41.32306,19.44139,134 AD , 138 AD,134.0,138.0
HD004672,L(ucio) Papio L(uci) l(iberto) / Fortunat[o] / Aug(ustali) perpet&lt;u=I&gt;o / biselli(o) ex d(ecreto) d(ecurionum) hono(rato) / [---] templum Miner[v(ae)] / [s]olo ab re p(ublica) dato si[--] / [---]mi[---] / [------ ,Macedonia,Albania,Dyrrachium,DurrÃ«s,altar,honorific inscription,Stone,41.3123828,19.445180199,1 AD , 150 AD,1.0,150.0
